data,local,velocidade_vento,terreno,correnteza,visibilidade,obstaculos,risco
2024-08-23 13:41:57,38,15,navegavel,82,77,False,1
2022-10-17 19:23:20,38,8,asfalto molhado,23,55,False,1
2024-07-01 08:19:54,44,19,seco,92,94,False,1
2025-05-15 06:03:05,0,50,telhado,24,13,True,3
2025-03-02 08:09:23,32,83,lama,41,46,True,4
2023-03-25 00:16:17,0,84,telhado,44,9,False,3
2021-07-15 12:00:15,45,93,lama,11,62,True,3
2025-04-17 11:56:07,49,15,telhado,78,11,False,3
2023-04-29 05:37:07,31,50,asfalto molhado,51,98,False,2
2025-09-21 07:40:06,15,38,asfalto molhado,55,39,False,3
2025-01-15 00:08:30,44,40,navegavel,36,99,False,0
2026-02-19 02:00:01,6,41,seco,71,7,True,3
2022-07-26 01:49:11,47,39,navegavel,72,37,True,3
2023-09-07 12:20:26,38,62,lama,52,91,False,3
2024-11-22 23:26:34,36,11,navegavel,36,17,False,1
2026-03-09 05:30:36,45,24,telhado,44,45,False,2
2023-04-20 15:04:17,37,19,navegavel,90,39,True,3
2023-09-03 17:25:46,49,75,asfalto molhado,40,75,False,2
2022-12-24 09:54:02,48,5,navegavel,89,24,True,3
2022-03-08 06:48:26,47,97,lama,80,15,False,4
2020-11-20 17:56:09,31,90,navegavel,57,52,False,2
2020-08-04 13:39:19,34,40,telhado,1,73,True,2
2025-05-23 18:10:05,34,2,seco,12,5,False,1
2024-04-23 10:29:47,17,74,asfalto molhado,11,32,True,4
2025-07-29 05:42:58,35,42,lama,44,89,False,1
2020-02-08 11:26:15,31,0,lama,78,7,False,3
2025-09-27 22:35:44,2,3,telhado,11,87,False,1
2021-10-24 23:56:03,43,11,lama,85,18,True,4
2024-09-17 17:56:08,1,48,seco,6,95,False,0
2024-06-27 23:11:31,3,18,seco,10,15,False,1
2022-11-12 01:34:54,18,61,asfalto molhado,4,95,False,2
2025-06-07 13:03:39,36,42,navegavel,44,19,True,2
2021-03-18 19:54:15,43,35,seco,58,73,False,1
2021-07-26 06:20:35,29,76,telhado,90,98,False,3
2023-03-09 18:23:15,43,83,navegavel,8,44,True,3
2021-03-09 18:15:55,19,0,telhado,11,68,False,1
2024-08-23 06:48:36,11,83,telhado,12,1,True,4
2026-03-20 03:02:06,4,46,navegavel,94,31,False,2
2025-09-04 22:37:49,21,9,lama,39,51,False,1
2025-10-18 10:45:17,2,64,seco,34,51,False,1
2020-08-12 02:18:55,30,9,asfalto molhado,60,80,False,2
2022-06-12 23:00:12,15,46,navegavel,77,66,False,1
2021-01-18 11:33:53,1,15,asfalto molhado,98,49,False,3
2021-12-09 22:59:01,2,15,seco,17,90,False,0
2024-08-15 12:48:06,26,1,lama,28,78,False,1
2023-01-07 18:37:01,32,28,navegavel,37,92,False,0
2025-03-05 00:47:13,36,27,telhado,38,10,True,3
2022-04-10 04:01:16,35,26,asfalto molhado,68,50,True,3
2023-03-31 18:34:04,40,54,navegavel,4,95,True,2
2025-03-23 11:31:26,26,44,seco,94,14,False,2
2020-03-25 13:40:26,37,35,seco,93,23,False,2
2025-03-12 08:32:27,32,3,lama,58,45,True,4
2024-08-05 11:44:57,28,96,telhado,87,49,False,4
2024-10-21 17:45:08,16,92,telhado,86,3,True,5
2024-07-02 11:28:57,43,22,seco,1,16,True,2
2024-03-23 00:09:55,47,98,seco,24,6,False,2
2023-03-09 17:47:45,37,83,lama,34,4,False,3
2023-07-01 06:10:58,20,46,asfalto molhado,1,70,False,1
2020-11-10 14:15:09,8,66,navegavel,8,88,False,1
2021-12-19 07:40:54,25,97,seco,46,94,False,1
2022-08-18 17:50:05,29,6,asfalto molhado,24,60,False,1
2020-10-05 18:51:39,38,94,telhado,97,54,True,4
2023-11-14 21:59:02,3,27,seco,44,41,False,1
2025-10-01 20:51:38,31,85,seco,49,94,False,1
2021-09-06 09:47:47,22,44,lama,17,1,False,2
2025-09-06 18:05:27,28,78,seco,48,77,False,1
2023-05-28 00:10:17,49,19,asfalto molhado,55,30,True,4
2025-04-07 21:33:13,16,75,lama,31,8,True,4
2021-06-11 02:14:31,42,96,navegavel,93,48,False,3
2021-06-15 15:45:05,10,94,lama,27,17,False,3
2022-04-26 17:59:29,9,2,navegavel,42,33,False,1
2023-10-08 23:42:02,32,52,telhado,75,26,True,5
2024-11-05 15:34:01,44,71,telhado,48,67,True,3
2020-09-25 06:52:00,49,3,lama,8,43,False,2
2021-03-09 10:46:04,43,73,navegavel,34,59,False,1
2020-09-13 08:34:47,38,78,seco,76,83,False,2
2020-12-31 00:59:59,34,84,telhado,66,10,False,4
2023-05-14 21:04:11,28,42,navegavel,48,79,True,1
2020-12-22 11:10:19,48,45,lama,54,24,True,4
2020-12-07 07:01:32,20,76,lama,31,29,False,3
2021-05-27 22:35:10,29,69,telhado,59,30,True,5
2022-08-10 02:48:23,3,55,seco,48,84,False,1
2025-09-26 04:28:33,25,45,telhado,86,94,False,2
2023-07-26 10:40:06,42,93,navegavel,20,75,False,1
2022-10-21 01:04:56,35,14,seco,46,92,True,1
2025-03-09 17:50:08,30,47,telhado,82,89,False,2
2025-12-20 19:06:21,17,61,telhado,20,38,False,3
2020-12-14 07:43:02,48,2,lama,63,73,True,3
2024-07-25 05:53:19,37,88,telhado,50,41,True,4
2023-04-29 21:58:55,25,5,asfalto molhado,55,40,True,4
2023-12-12 08:45:45,15,74,seco,70,44,False,3
2025-07-29 00:54:43,37,65,lama,89,89,True,4
2020-05-22 05:09:25,16,41,lama,25,58,True,2
2021-07-19 14:33:43,19,72,navegavel,33,12,False,2
2024-11-05 11:54:30,13,76,seco,34,81,False,1
2022-07-31 12:03:29,28,67,asfalto molhado,31,99,False,2
2024-03-19 01:15:20,35,42,telhado,48,32,True,3
2021-09-09 10:08:00,2,62,navegavel,36,50,False,1
2022-11-09 14:45:23,0,70,asfalto molhado,90,54,True,4
2023-12-31 09:26:49,8,45,lama,2,56,True,2
2022-12-11 21:15:53,46,35,seco,47,9,False,1
2023-09-09 14:47:14,31,1,asfalto molhado,92,96,False,2
2025-10-23 14:21:04,28,46,navegavel,0,98,False,0
2023-06-21 23:08:39,3,99,navegavel,80,43,False,3
2023-12-15 21:08:31,33,67,asfalto molhado,6,17,True,4
2025-02-07 16:17:23,5,29,lama,3,75,False,1
2021-02-16 23:23:12,13,46,telhado,45,5,False,2
2026-02-09 11:15:26,48,88,navegavel,48,58,False,1
2025-11-01 02:45:54,24,17,asfalto molhado,5,60,False,1
2022-11-11 23:16:14,36,10,telhado,29,92,False,1
2021-04-06 18:53:12,18,16,navegavel,57,77,False,1
2020-04-06 17:48:14,35,39,asfalto molhado,15,38,False,2
2020-06-28 06:35:14,20,14,lama,7,42,False,2
2024-08-12 20:54:19,5,63,asfalto molhado,58,70,False,3
2025-10-16 15:27:48,0,81,telhado,28,21,False,3
2025-05-04 05:48:51,31,33,navegavel,32,59,False,0
2026-02-21 00:22:49,17,20,asfalto molhado,40,52,False,1
2024-06-22 23:27:57,25,60,navegavel,37,95,False,1
2020-05-19 17:46:05,8,30,asfalto molhado,93,91,False,2
2026-02-13 21:22:29,48,30,lama,14,90,False,1
2022-12-03 14:30:22,26,36,lama,72,72,True,3
2022-08-29 10:38:24,13,66,seco,82,83,False,2
2021-10-09 09:55:38,24,94,seco,71,45,False,3
2021-05-05 15:58:49,14,84,seco,73,75,False,2
2020-08-02 12:54:52,31,61,lama,21,8,True,4
2025-09-11 01:04:27,25,43,lama,24,16,False,2
2020-10-24 18:58:42,34,3,lama,18,35,False,2
2021-06-02 18:39:14,15,84,lama,97,48,False,4
2021-08-29 07:17:56,6,51,lama,36,7,False,3
2025-02-05 02:59:21,19,85,navegavel,5,53,True,2
2026-02-17 14:50:33,38,34,telhado,7,75,False,1
2021-02-11 05:42:16,26,88,telhado,37,46,True,4
2021-09-02 12:11:56,23,46,navegavel,21,93,False,0
2023-09-03 01:04:25,42,39,telhado,89,32,False,3
2020-09-04 15:38:37,11,91,telhado,94,66,False,3
2023-08-30 18:48:19,10,5,navegavel,6,52,False,0
2023-07-13 21:43:52,18,66,navegavel,26,75,False,1
2025-03-10 23:53:39,47,39,navegavel,3,0,False,1
2023-12-03 12:14:43,7,16,lama,91,37,True,4
2020-12-03 03:14:44,31,47,telhado,23,19,False,2
2025-02-04 20:22:39,23,54,telhado,19,17,True,4
2023-05-11 16:59:54,40,61,lama,45,54,True,3
2023-02-13 05:00:00,46,44,lama,50,6,True,3
2024-06-06 12:13:57,42,26,navegavel,99,98,True,2
2024-03-23 02:38:46,18,40,seco,75,39,False,2
2021-02-08 00:25:03,28,74,seco,87,11,False,3
2023-10-14 04:56:27,44,67,lama,7,89,True,3
2024-01-03 08:36:25,13,52,navegavel,46,48,False,2
2022-01-15 04:26:18,17,16,navegavel,47,81,False,0
2025-07-07 16:30:44,27,93,navegavel,60,91,False,2
2020-03-21 23:19:07,1,95,lama,13,38,False,3
2023-11-16 13:43:18,37,35,seco,82,59,False,1
2022-05-24 21:49:52,6,49,telhado,72,17,False,3
2026-02-16 07:22:59,8,1,lama,43,82,False,1
2022-07-02 18:19:17,38,29,navegavel,33,79,False,0
2026-01-26 03:29:54,38,85,asfalto molhado,34,1,True,4
2022-06-29 11:26:19,11,94,asfalto molhado,34,63,False,2
2022-06-06 05:12:05,2,36,telhado,60,31,True,4
2022-03-29 14:42:14,4,64,seco,61,79,False,2
2024-08-10 15:29:53,14,69,navegavel,67,80,False,2
2021-03-07 10:04:02,4,40,lama,91,22,False,3
2024-01-18 13:06:37,18,25,lama,51,76,False,2
2022-11-15 16:35:24,20,18,asfalto molhado,3,86,False,1
2021-04-24 19:50:17,36,23,navegavel,55,36,False,2
2024-12-09 20:40:41,41,3,seco,38,95,False,0
2021-07-17 04:37:54,13,70,telhado,1,55,False,2
2024-10-20 18:15:44,13,90,seco,87,46,False,3
2023-07-06 22:21:31,17,9,seco,94,46,False,2
2025-04-09 21:43:25,40,31,asfalto molhado,54,8,False,3
2024-11-17 05:45:28,40,11,telhado,78,54,False,2
2020-01-31 12:28:16,5,42,asfalto molhado,27,22,False,2
2025-09-17 02:24:36,47,46,seco,3,37,True,2
2020-05-05 12:35:58,12,8,seco,89,25,False,2
2022-11-13 02:11:46,44,28,telhado,70,40,False,3
2022-05-31 04:13:06,35,5,navegavel,83,2,False,2
2020-12-09 11:23:09,0,78,lama,93,66,False,3
2026-01-27 20:20:55,12,59,asfalto molhado,76,10,False,4
2023-02-20 20:12:19,37,24,asfalto molhado,20,23,True,3
2025-04-03 22:31:40,9,87,seco,73,48,True,4
2025-10-08 00:06:43,35,11,navegavel,8,43,False,1
2021-07-12 16:01:00,2,47,seco,41,73,False,0
2025-09-01 21:56:54,40,17,seco,40,40,True,2
2022-09-09 10:30:41,21,77,lama,44,77,True,3
2022-01-07 12:01:32,15,67,lama,16,26,True,4
2022-06-07 00:35:57,29,50,lama,10,47,False,2
2020-05-10 20:52:46,1,59,lama,81,54,False,3
2023-04-12 03:46:46,7,32,navegavel,47,3,False,1
2022-01-07 19:12:04,25,96,seco,34,90,True,2
2020-08-08 19:57:53,5,67,navegavel,68,74,True,3
2023-04-18 18:52:25,44,15,lama,22,83,True,2
2023-06-28 11:58:01,4,6,seco,53,98,True,2
2023-06-06 13:37:17,5,81,seco,42,81,False,1
2022-07-06 22:01:50,40,94,asfalto molhado,51,10,False,4
2020-11-07 15:51:27,36,6,telhado,49,1,True,3
2022-05-19 17:20:06,23,5,lama,74,88,False,2
2022-02-27 11:46:18,13,9,asfalto molhado,24,58,False,1
2022-07-20 18:11:09,17,62,lama,99,0,False,4
2021-12-13 02:48:29,4,80,seco,53,25,False,3
2021-11-15 11:46:04,11,9,seco,50,95,False,0
2025-04-12 08:01:24,7,53,telhado,43,7,False,3
2023-02-19 19:54:52,48,37,lama,67,32,False,3
2024-09-15 21:27:53,2,62,telhado,54,66,True,4
2023-09-22 15:44:44,45,36,seco,10,69,False,0
2020-03-12 12:06:58,4,67,telhado,17,61,True,3
2020-06-04 01:56:32,16,58,telhado,2,62,False,2
2025-04-18 20:37:44,34,45,lama,53,93,True,3
2025-07-02 00:56:42,1,13,seco,74,84,False,1
2025-11-18 18:26:23,41,15,telhado,41,23,False,2
2025-07-05 14:34:29,17,45,seco,43,69,True,1
2023-05-13 14:51:44,22,22,navegavel,28,37,True,2
2024-11-25 04:44:15,31,76,lama,59,33,False,4
2024-08-26 17:56:38,43,99,asfalto molhado,86,89,False,3
2021-07-17 01:52:16,3,96,seco,13,33,False,2
2023-07-12 03:57:25,17,30,seco,4,94,True,1
2021-12-19 08:54:39,18,8,asfalto molhado,76,60,True,3
2025-07-05 15:35:42,32,54,navegavel,82,19,False,3
2026-04-15 10:00:40,1,84,asfalto molhado,23,8,False,3
2021-04-16 00:23:55,17,26,navegavel,82,16,True,3
2023-02-11 02:14:29,29,62,telhado,5,27,True,4
2023-04-13 01:55:50,44,73,asfalto molhado,64,25,False,4
2025-02-09 16:17:48,10,14,asfalto molhado,55,2,False,3
2023-06-22 22:04:41,38,84,telhado,44,13,False,3
2021-02-12 01:04:33,30,63,seco,97,33,False,3
2020-06-07 12:05:26,35,70,seco,88,7,False,3
2024-09-17 08:25:45,34,97,navegavel,95,95,False,2
2026-03-02 20:36:58,5,72,asfalto molhado,26,31,False,3
2025-08-31 06:02:58,27,96,navegavel,61,55,False,2
2024-11-26 15:34:53,27,97,asfalto molhado,24,61,False,2
2024-07-29 00:45:58,38,99,seco,98,67,False,2
2025-10-09 23:56:29,39,42,navegavel,57,78,True,2
2025-01-21 23:53:12,26,30,lama,93,76,False,2
2020-11-18 14:52:47,25,85,navegavel,65,21,False,3
2024-08-15 16:04:49,23,24,navegavel,49,70,False,0
2025-02-27 18:16:42,41,20,navegavel,48,29,True,2
2024-10-21 20:54:45,28,88,lama,7,2,True,4
2025-06-24 19:26:35,31,46,seco,5,27,True,2
2025-05-30 17:31:06,37,25,navegavel,84,29,True,3
2023-02-20 07:04:59,15,87,telhado,32,31,False,3
2024-04-24 20:09:40,26,46,navegavel,20,29,False,1
2025-10-27 05:01:16,27,10,navegavel,45,95,False,0
2025-02-15 10:52:26,27,68,telhado,65,75,True,4
2020-11-29 09:53:54,32,1,telhado,45,36,False,2
2021-02-19 21:28:10,1,67,telhado,35,46,True,4
2022-03-04 19:31:15,40,94,seco,91,83,True,3
2022-12-07 01:58:01,9,89,navegavel,99,37,True,4
2023-04-09 14:08:24,38,88,telhado,95,2,False,4
2023-02-09 12:25:06,11,33,navegavel,57,93,True,2
2023-10-06 22:56:07,21,88,navegavel,32,89,True,2
2022-01-24 03:58:49,35,52,telhado,7,93,False,2
2020-05-08 04:09:45,3,25,telhado,80,59,False,2
2023-04-25 19:19:48,17,73,navegavel,96,79,False,2
2020-10-09 21:52:59,29,69,asfalto molhado,15,10,False,3
2024-11-29 23:48:20,38,59,seco,25,3,False,2
2020-08-26 08:30:16,0,73,asfalto molhado,58,65,False,3
2022-12-09 04:07:25,39,43,lama,51,38,True,4
2021-09-01 13:31:02,20,25,telhado,31,77,False,1
2025-06-19 11:42:57,47,90,lama,37,65,True,3
2020-02-17 10:14:52,38,45,asfalto molhado,35,35,True,3
2021-12-01 07:42:03,33,58,lama,27,6,False,3
2023-04-24 22:11:27,0,48,navegavel,44,97,False,0
2024-03-15 20:04:08,49,39,lama,7,79,True,2
2023-08-20 19:02:20,28,53,asfalto molhado,80,80,True,4
2022-12-09 08:16:15,48,69,asfalto molhado,82,82,False,3
2020-04-12 11:57:37,6,29,telhado,28,90,True,2
2025-06-28 00:37:04,33,75,lama,40,19,True,4
2022-07-03 16:21:07,35,1,lama,32,35,False,2
2021-04-28 21:59:48,25,44,telhado,60,70,True,3
2024-10-07 02:51:33,22,12,navegavel,22,12,False,1
2022-10-18 01:55:50,37,90,seco,34,24,True,3
2023-02-28 19:03:39,36,39,telhado,36,79,False,1
2020-11-22 00:50:08,12,12,telhado,58,55,False,2
2022-01-25 16:58:39,5,72,asfalto molhado,80,3,False,4
2023-10-23 01:22:27,23,89,lama,11,64,False,2
2023-02-26 22:12:50,34,16,telhado,56,3,False,3
2021-03-26 00:33:02,21,29,telhado,31,79,False,1
2023-03-29 16:02:23,3,50,asfalto molhado,82,66,False,2
2025-01-22 04:34:03,34,49,navegavel,58,94,True,2
2021-10-06 04:36:16,11,65,asfalto molhado,5,61,True,3
2020-12-21 12:10:50,2,49,navegavel,22,39,True,2
2024-07-02 19:30:11,29,8,lama,87,46,True,4
2023-02-22 00:08:19,0,30,seco,24,95,False,0
2021-01-13 16:51:15,5,26,lama,44,76,False,1
2022-04-22 05:46:11,21,81,telhado,95,63,False,3
2025-06-30 19:54:42,2,44,telhado,85,97,False,2
2022-08-27 12:05:26,26,34,telhado,53,70,True,3
2024-02-18 22:24:12,18,38,telhado,78,31,False,3
2022-05-06 04:38:40,34,84,asfalto molhado,53,59,False,3
2021-03-02 22:41:38,27,74,asfalto molhado,97,53,False,3
2024-05-19 20:19:04,18,39,lama,71,10,False,3
2023-11-15 09:19:21,26,81,lama,57,24,False,4
2025-08-21 19:07:26,21,99,lama,9,3,False,3
2025-02-25 23:53:05,9,47,seco,79,32,False,2
2023-09-08 20:39:08,40,98,lama,4,93,False,2
2024-12-12 09:11:51,28,29,navegavel,79,69,False,1
2025-07-23 01:48:10,37,40,lama,64,1,False,3
2022-05-24 06:52:29,47,68,telhado,39,12,False,3
2021-09-03 19:36:02,34,31,seco,58,5,False,2
2024-07-10 17:13:29,40,66,seco,96,41,False,3
2023-08-29 23:52:47,49,61,seco,69,24,False,3
2020-09-07 03:20:44,21,62,asfalto molhado,87,68,False,3
2021-05-13 05:08:50,20,96,asfalto molhado,98,88,False,3
2020-03-04 07:16:53,14,81,seco,24,55,False,1
2024-04-02 18:25:29,25,51,seco,46,16,False,2
2020-05-11 05:45:36,37,45,lama,80,48,False,3
2024-03-16 20:51:40,43,45,lama,41,75,True,2
2026-03-04 11:46:42,1,47,lama,67,33,False,3
2022-09-07 10:43:31,43,15,navegavel,83,39,True,3
2024-09-30 21:11:13,35,90,asfalto molhado,94,2,True,5
2023-09-13 12:57:36,48,8,navegavel,21,15,False,1
2020-01-22 16:28:47,35,42,navegavel,15,34,False,1
2026-02-12 16:31:26,2,40,asfalto molhado,30,43,False,2
2020-03-18 04:08:27,8,20,navegavel,24,4,True,2
2021-01-20 00:43:22,8,99,seco,43,9,True,3
2024-02-28 20:19:14,25,33,asfalto molhado,33,88,True,2
2020-01-08 00:15:50,17,44,seco,12,53,False,0
2023-03-21 19:33:40,4,23,asfalto molhado,95,5,False,3
2021-01-24 13:31:07,1,50,telhado,74,7,True,4
2025-01-05 14:37:01,33,97,navegavel,2,29,True,3
2020-02-03 00:22:59,46,75,lama,46,43,True,4
2023-10-05 19:19:40,3,51,lama,75,77,False,3
2024-05-20 23:12:26,29,68,navegavel,56,13,True,4
2025-02-10 07:28:31,8,23,asfalto molhado,15,74,False,1
2020-10-31 17:43:16,0,83,navegavel,33,32,True,3
2023-06-19 09:33:36,7,50,navegavel,80,14,False,2
2025-05-18 03:33:23,35,98,navegavel,82,69,False,2
2025-12-13 04:43:45,18,89,asfalto molhado,59,87,False,3
2022-03-07 03:25:38,32,59,telhado,55,7,True,5
2025-11-27 11:58:38,2,70,telhado,32,90,True,3
2020-08-06 07:13:46,33,8,seco,1,80,True,1
2021-08-01 09:13:51,45,54,seco,68,64,False,2
2023-12-13 18:39:52,33,4,seco,90,92,False,1
2022-02-28 11:00:03,18,87,asfalto molhado,62,44,True,5
2023-07-25 02:36:32,2,81,telhado,57,85,False,3
2025-11-16 07:32:13,14,78,asfalto molhado,92,23,True,5
2023-07-04 21:37:08,5,17,telhado,52,6,True,4
2025-03-15 23:00:36,29,21,lama,94,6,False,3
2020-08-10 10:15:30,24,9,lama,7,63,False,1
2023-10-21 17:09:37,5,67,seco,8,33,False,2
2022-10-10 13:05:11,9,32,telhado,33,44,False,2
2024-09-08 16:29:42,47,62,seco,68,86,False,2
2026-04-12 10:08:58,41,80,lama,58,76,False,3
2021-10-17 22:59:56,47,50,asfalto molhado,89,21,False,3
2022-08-05 10:11:58,12,2,seco,43,58,False,0
2022-06-09 04:45:24,17,74,asfalto molhado,27,64,False,2
2022-12-26 21:28:49,30,33,navegavel,7,68,False,0
2023-10-23 11:26:42,39,32,asfalto molhado,93,46,False,3
2020-08-09 19:52:10,48,8,seco,7,74,False,0
2025-06-15 04:48:34,49,38,telhado,59,47,False,3
2025-03-20 12:34:00,13,21,navegavel,7,32,False,1
2023-01-12 13:14:01,49,83,telhado,30,50,False,2
2025-09-12 07:46:10,22,3,seco,54,58,False,1
2020-05-04 14:31:53,19,30,asfalto molhado,71,64,True,3
2023-03-09 11:11:02,39,16,seco,43,97,False,0
2026-02-02 11:07:10,44,90,telhado,80,18,True,5
2024-08-07 20:49:50,5,68,navegavel,10,49,True,3
2023-08-16 16:45:07,22,43,telhado,71,88,True,3
2025-02-02 20:26:16,48,18,asfalto molhado,25,70,False,1
2024-08-30 17:57:27,22,95,telhado,20,3,False,3
2023-02-06 09:25:45,17,79,lama,41,59,False,2
2021-09-18 10:20:25,5,42,navegavel,29,27,True,2
2020-07-16 16:50:11,34,44,telhado,64,46,False,3
2025-01-14 02:32:20,8,1,lama,63,69,False,2
2020-06-19 23:25:37,37,28,seco,53,32,True,3
2021-11-19 00:14:49,13,81,navegavel,12,80,False,1
2022-06-14 09:08:21,20,64,asfalto molhado,83,89,False,3
2024-08-18 00:20:01,22,71,seco,79,4,False,3
2022-12-14 04:55:46,4,19,asfalto molhado,8,12,False,2
2025-09-19 10:18:06,27,67,seco,85,21,False,3
2024-12-08 10:29:50,47,17,telhado,63,98,True,3
2021-10-23 21:20:07,16,86,navegavel,53,98,False,2
2021-07-19 19:02:23,32,77,lama,49,42,True,4
2024-03-28 00:09:04,37,8,asfalto molhado,54,29,False,3
2024-05-18 01:09:38,9,73,lama,87,48,False,4
2024-11-20 04:20:27,12,54,seco,55,86,False,2
2022-07-07 04:49:07,9,43,asfalto molhado,84,76,False,2
2021-07-21 00:57:07,11,10,asfalto molhado,98,34,False,3
2024-10-30 23:59:28,24,55,navegavel,16,34,True,3
2020-08-22 03:21:31,46,11,telhado,55,64,False,2
2021-01-24 02:09:56,48,18,lama,49,94,False,1
2021-10-28 11:41:40,1,37,asfalto molhado,73,73,False,2
2023-03-20 11:08:03,45,25,lama,88,15,False,3
2022-10-21 21:59:10,36,17,navegavel,18,30,True,2
2024-11-01 21:30:44,4,22,seco,96,37,True,3
2026-03-22 02:52:27,28,25,telhado,51,75,False,2
2022-12-05 01:08:44,26,99,navegavel,46,2,False,2
2022-06-17 00:13:49,11,2,seco,90,41,True,3
2020-03-12 09:31:14,29,91,seco,20,30,True,3
2021-05-06 09:51:37,39,63,asfalto molhado,95,22,False,4
2024-10-31 03:44:44,6,82,asfalto molhado,1,37,True,4
2020-05-14 01:20:37,48,90,asfalto molhado,21,99,True,3
2022-02-05 18:59:00,10,92,lama,26,62,False,2
2020-11-08 14:01:30,41,84,telhado,3,93,False,2
2025-12-18 13:46:13,41,8,seco,53,50,True,2
2024-05-20 20:53:54,39,48,seco,69,49,False,2
2021-12-02 20:43:47,40,70,telhado,33,50,False,2
2022-04-04 21:27:56,23,79,telhado,32,16,True,4
2026-01-25 21:41:26,42,71,lama,25,47,False,3
2024-03-27 13:19:53,22,33,lama,33,14,True,3
2022-05-15 19:57:30,19,94,telhado,33,8,False,3
2020-12-20 13:06:18,16,18,seco,70,67,False,1
2021-10-25 16:30:14,7,34,seco,66,65,True,2
2022-01-28 11:24:37,41,36,navegavel,31,60,False,0
2026-03-04 09:15:30,4,80,seco,50,85,False,1
2020-07-20 12:13:45,12,44,navegavel,13,11,False,1
2021-08-14 13:03:05,9,66,seco,84,7,False,3
2023-03-24 06:17:57,21,19,telhado,22,46,False,2
2022-07-29 09:30:13,47,38,navegavel,63,15,False,2
2021-07-28 07:35:52,28,95,navegavel,35,70,True,2
2025-05-22 00:35:16,7,58,telhado,23,36,False,3
2022-05-10 07:12:32,32,15,asfalto molhado,41,11,False,2
2026-02-14 17:26:08,6,9,asfalto molhado,52,8,False,3
2020-07-31 00:13:07,38,24,telhado,31,94,False,1
2021-08-05 12:22:20,39,33,telhado,94,16,False,3
2024-11-18 12:26:42,48,87,navegavel,72,76,True,3
2022-06-04 20:56:46,1,82,seco,1,21,False,2
2025-04-19 22:38:31,14,60,navegavel,44,77,True,2
2022-10-26 01:39:11,32,32,asfalto molhado,10,47,False,2
2021-10-26 08:29:13,1,38,asfalto molhado,36,23,True,3
2024-02-03 15:21:33,8,7,lama,91,28,False,3
2024-02-11 05:21:55,2,0,asfalto molhado,74,98,False,2
2024-11-27 08:20:39,5,51,lama,60,23,False,4
2024-05-09 19:29:52,1,46,asfalto molhado,66,64,False,2
2022-02-23 23:49:44,29,52,asfalto molhado,47,25,False,3
2022-03-08 09:09:27,48,13,navegavel,78,34,True,3
2024-02-22 22:47:32,25,99,telhado,71,9,False,4
2020-12-17 22:03:31,21,69,navegavel,94,31,True,4
2022-09-02 02:45:05,36,13,seco,58,79,True,2
2020-11-15 03:06:20,7,86,lama,69,13,False,4
2026-02-22 10:45:16,19,90,seco,81,11,False,3
2020-10-08 08:36:54,1,78,seco,5,87,False,1
2024-10-17 11:31:13,19,56,asfalto molhado,36,46,False,3
2025-11-11 08:20:00,10,6,telhado,82,52,False,2
2023-02-11 14:08:26,14,36,navegavel,48,51,True,1
2023-09-05 20:19:09,49,87,asfalto molhado,47,47,True,4
2022-07-04 22:39:27,3,49,lama,55,90,True,3
2024-08-15 02:24:46,16,27,telhado,43,3,False,2
2024-01-01 23:01:26,16,59,navegavel,18,7,False,2
2023-09-11 19:24:41,15,72,asfalto molhado,41,91,True,3
2020-11-03 18:28:33,16,31,seco,16,96,True,1
2024-11-21 21:37:06,49,30,asfalto molhado,15,15,False,2
2024-02-02 15:01:46,4,83,lama,85,85,False,3
2024-08-20 21:22:13,45,3,lama,19,90,True,2
2021-08-15 23:07:04,5,99,seco,72,15,False,3
2024-08-04 16:16:22,28,59,asfalto molhado,13,62,False,2
2022-03-08 17:51:24,1,57,telhado,10,42,True,4
2023-01-25 10:05:11,27,13,asfalto molhado,43,55,True,2
2023-02-02 11:36:37,29,54,asfalto molhado,45,32,False,3
2026-02-11 09:09:12,37,90,telhado,61,45,True,5
2022-08-14 17:39:04,41,40,asfalto molhado,50,98,True,2
2025-06-07 11:48:11,26,12,telhado,57,61,False,2
2021-12-23 12:13:16,15,32,asfalto molhado,98,79,False,2
2025-11-16 20:43:55,37,43,asfalto molhado,92,28,False,3
2020-07-25 23:27:47,16,36,seco,28,28,False,1
2023-11-14 03:46:35,15,42,asfalto molhado,77,45,False,3
2023-05-12 11:49:32,33,99,lama,41,19,True,4
2020-04-01 11:32:41,48,83,telhado,90,48,True,5
2021-08-30 17:30:05,49,77,lama,62,89,False,3
2022-09-28 00:31:23,39,5,telhado,83,47,False,3
2025-11-17 06:43:39,21,87,lama,78,25,True,5
2025-08-02 00:50:56,31,47,seco,73,72,False,1
2022-06-28 00:21:35,16,28,telhado,77,82,True,3
2025-07-14 14:00:21,41,27,telhado,85,3,False,3
2025-01-06 16:22:35,37,79,seco,22,13,False,2
2020-11-25 12:39:57,43,33,lama,85,71,False,2
2020-09-02 12:55:26,7,82,asfalto molhado,40,42,True,4
2025-11-07 15:32:09,27,2,navegavel,99,74,False,1
2022-08-14 18:57:13,37,13,seco,69,79,True,2
2025-12-03 02:13:29,20,50,lama,77,58,False,2
2024-03-10 12:21:11,29,51,telhado,19,51,False,2
2024-08-26 04:54:03,18,4,navegavel,64,16,True,3
2024-06-15 12:53:36,5,34,seco,67,35,True,3
2022-11-24 15:51:42,2,64,lama,51,30,False,4
