data,local,risco,n_pessoas,origem,espera,vulneraveis,necessita_medico,nivel_aguasentimento,confiavel,prioridade,nivel_agua,sentimento
2021-07-21 03:22:09,37,0,4,instagram,62,False,False,,True,2,tornozelo,panico
2025-05-11 11:40:48,13,1,3,whatsapp,74,False,False,,True,4,teto,panico
2021-08-23 18:40:38,37,3,7,190,109,False,False,,True,6,teto,panico
2023-02-21 08:36:56,38,3,7,whatsapp,44,False,False,,True,3,cintura,panico
2023-08-08 19:25:29,17,2,6,whatsapp,56,True,False,,True,3,tornozelo,panico
2023-09-16 16:40:40,39,4,9,instagram,102,False,False,,True,3,cintura,calmo
2025-10-06 09:26:17,33,3,3,whatsapp,34,False,False,,True,1,cintura,calmo
2025-06-25 10:36:27,31,2,1,whatsapp,84,False,False,,True,2,tornozelo,panico
2022-01-15 12:08:30,32,3,7,instagram,67,False,False,,True,0,teto,nervoso
2024-11-09 06:34:51,24,2,8,instagram,30,False,False,,True,3,teto,nervoso
2021-08-16 14:42:01,44,3,6,whatsapp,38,False,False,,True,0,teto,panico
2025-04-26 01:43:41,0,1,5,whatsapp,30,True,False,,True,3,teto,nervoso
2022-04-10 23:05:59,9,2,6,instagram,51,False,False,,True,3,teto,calmo
2025-12-17 01:55:52,20,3,8,190,95,True,False,,True,5,tornozelo,panico
2024-09-04 06:05:55,49,2,3,whatsapp,37,False,False,,True,0,cintura,nervoso
2023-08-21 17:38:58,48,1,3,whatsapp,15,False,False,,True,0,tornozelo,calmo
2021-01-14 19:06:34,8,3,8,whatsapp,111,False,False,,False,0,teto,nervoso
2023-08-29 20:42:17,1,2,2,190,3,True,False,,True,2,cintura,panico
2023-01-20 12:31:32,10,2,6,instagram,87,False,False,,True,3,cintura,panico
2026-04-06 14:34:26,3,1,3,whatsapp,62,True,False,,True,3,cintura,panico
2020-09-10 09:45:31,15,3,9,instagram,15,False,False,,True,5,teto,panico
2025-06-03 16:10:45,7,3,8,190,10,False,False,,False,0,tornozelo,panico
2020-04-05 16:22:59,5,2,6,instagram,0,False,False,,False,1,cintura,nervoso
2021-04-20 18:44:43,23,1,5,190,23,False,False,,True,0,cintura,nervoso
2020-11-17 12:41:54,2,2,4,whatsapp,106,True,False,,False,4,teto,nervoso
2025-08-03 14:27:48,36,2,2,whatsapp,87,False,True,,True,2,cintura,calmo
2021-04-27 17:03:26,19,3,6,190,12,False,False,,False,2,cintura,nervoso
2022-07-16 00:04:30,28,1,4,190,39,False,False,,True,0,cintura,calmo
2020-12-28 19:28:27,21,2,9,190,88,True,False,,True,3,tornozelo,nervoso
2022-11-01 17:03:35,41,4,3,190,94,True,False,,True,4,cintura,panico
2020-10-22 15:29:00,34,2,6,190,48,False,False,,True,3,teto,nervoso
2022-09-12 08:25:36,34,3,9,190,55,False,False,,False,3,cintura,panico
2021-10-10 01:20:10,47,2,6,190,86,False,False,,False,2,tornozelo,nervoso
2026-01-06 14:50:32,32,3,7,whatsapp,76,False,False,,True,3,cintura,calmo
2023-12-09 10:59:08,41,2,8,instagram,0,False,False,,True,1,cintura,nervoso
2023-05-13 12:56:42,24,1,5,whatsapp,88,False,False,,True,2,tornozelo,panico
2024-03-31 22:01:26,5,3,3,instagram,106,False,False,,True,4,teto,nervoso
2023-02-17 13:37:20,34,1,2,whatsapp,13,False,False,,True,0,cintura,nervoso
2025-04-05 14:14:34,38,3,2,instagram,35,False,False,,True,0,teto,panico
2022-09-09 00:02:11,6,1,5,whatsapp,93,False,False,,True,0,cintura,calmo
2023-03-19 10:52:37,35,2,3,whatsapp,68,False,False,,True,1,cintura,nervoso
2021-12-01 21:11:44,34,2,4,whatsapp,13,True,False,,False,1,tornozelo,nervoso
2024-11-22 06:39:16,9,1,4,instagram,82,False,False,,True,1,tornozelo,calmo
2024-10-12 17:28:08,48,1,8,instagram,40,True,False,,True,0,tornozelo,nervoso
2025-09-23 21:28:09,41,2,8,instagram,13,False,False,,True,0,teto,nervoso
2023-10-15 02:40:25,17,2,7,whatsapp,25,False,False,,True,1,tornozelo,calmo
2021-09-30 20:21:17,43,2,9,instagram,38,False,False,,True,3,teto,calmo
2022-02-06 17:57:38,24,3,3,instagram,32,True,True,,True,4,cintura,panico
2020-02-27 08:47:45,10,4,8,190,43,False,False,,True,2,cintura,nervoso
2024-09-23 10:11:25,42,2,4,whatsapp,83,False,False,,True,1,cintura,calmo
2021-03-06 01:26:30,0,1,3,instagram,72,True,False,,True,4,teto,calmo
2026-01-23 23:03:03,35,2,6,whatsapp,44,False,False,,True,3,teto,calmo
2023-01-19 04:16:37,8,2,5,whatsapp,2,True,False,,True,0,teto,nervoso
2025-11-04 10:28:05,41,1,2,190,62,False,False,,True,2,cintura,panico
2023-05-09 21:58:01,7,3,7,instagram,115,False,False,,True,4,tornozelo,panico
2021-08-10 22:46:52,19,3,9,whatsapp,36,False,False,,True,0,tornozelo,nervoso
2025-09-01 21:57:21,10,2,9,instagram,80,False,False,,True,5,teto,panico
2020-06-27 23:56:25,23,4,8,whatsapp,63,False,False,,True,4,cintura,panico
2023-01-08 12:45:00,20,4,8,whatsapp,34,True,False,,True,5,teto,calmo
2025-08-25 06:47:23,15,0,8,190,3,False,False,,True,3,teto,nervoso
2020-12-23 03:09:55,41,4,9,whatsapp,60,False,True,,True,3,tornozelo,calmo
2022-09-17 13:07:18,36,1,6,190,87,False,False,,False,4,teto,nervoso
2023-08-06 05:34:48,32,1,9,whatsapp,92,False,False,,True,2,tornozelo,calmo
2020-06-10 18:26:39,32,4,6,whatsapp,39,False,False,,True,4,teto,nervoso
2022-07-13 15:54:33,29,4,8,190,114,False,False,,True,4,cintura,panico
2022-12-29 19:29:14,23,1,1,190,110,False,False,,True,1,tornozelo,nervoso
2026-01-18 07:12:52,49,2,1,190,47,True,True,,True,2,cintura,calmo
2024-11-25 09:08:54,42,2,8,instagram,64,True,False,,False,3,cintura,nervoso
2022-09-13 00:27:45,40,2,8,instagram,97,False,False,,True,2,tornozelo,nervoso
2025-04-11 04:20:44,29,0,2,instagram,85,False,False,,True,0,cintura,panico
2026-03-30 10:49:36,39,1,3,whatsapp,9,False,False,,True,0,cintura,calmo
2022-09-30 03:06:49,29,1,9,whatsapp,109,True,False,,True,5,teto,nervoso
2022-03-21 19:33:07,42,3,6,190,109,False,False,,False,6,teto,panico
2022-06-24 02:22:41,3,1,1,whatsapp,36,True,True,,True,3,cintura,panico
2024-06-04 03:54:48,26,3,1,190,28,False,False,,True,3,teto,calmo
2024-05-14 10:45:34,17,2,6,whatsapp,115,False,False,,True,4,teto,nervoso
2020-02-15 19:38:59,7,1,7,instagram,42,True,False,,True,0,cintura,nervoso
2026-02-06 11:22:36,38,3,1,whatsapp,119,False,False,,True,3,cintura,panico
2020-06-27 14:01:54,45,2,3,instagram,56,True,False,,True,1,cintura,calmo
2023-01-10 02:18:37,44,3,2,190,15,True,False,,True,3,tornozelo,panico
2021-08-08 09:31:25,20,2,9,instagram,94,False,False,,True,2,tornozelo,nervoso
2024-08-04 20:24:55,31,3,2,190,14,False,True,,True,4,teto,calmo
2023-12-22 11:46:02,29,1,6,whatsapp,68,False,False,,True,5,teto,panico
2020-07-06 18:37:40,39,1,7,instagram,38,False,False,,True,3,teto,nervoso
2024-03-27 02:41:06,25,1,7,whatsapp,79,True,False,,True,5,teto,calmo
2025-06-27 15:15:52,14,3,5,190,118,False,False,,False,5,teto,panico
2024-01-11 05:30:20,34,2,6,instagram,24,False,True,,True,3,cintura,panico
2024-06-16 05:42:58,38,2,3,190,42,False,False,,True,0,cintura,nervoso
2025-12-21 23:23:18,45,3,3,190,101,False,False,,True,0,teto,calmo
2021-01-26 09:04:03,5,2,1,instagram,72,True,False,,True,2,tornozelo,nervoso
2020-11-18 05:38:56,45,4,6,whatsapp,33,False,True,,True,3,tornozelo,calmo
2024-07-09 14:33:04,45,2,1,instagram,39,True,False,,True,1,cintura,nervoso
2021-11-14 07:23:24,48,3,8,instagram,67,False,False,,True,3,cintura,nervoso
2022-11-29 23:52:50,22,4,6,190,114,False,False,,False,5,teto,nervoso
2024-04-12 08:51:24,48,1,1,instagram,68,False,False,,True,3,teto,calmo
2025-07-03 01:40:16,8,2,8,instagram,48,False,False,,True,4,teto,panico
2021-01-09 00:28:29,44,3,9,whatsapp,24,False,False,,True,2,cintura,nervoso
2020-06-30 03:57:18,0,5,3,whatsapp,72,True,False,,True,5,teto,calmo
2025-08-12 18:28:04,9,2,8,whatsapp,108,False,False,,True,5,teto,panico
2022-04-10 09:48:07,41,3,1,190,114,False,False,,True,2,tornozelo,nervoso
2020-05-17 01:34:04,3,3,6,190,43,True,False,,True,4,cintura,panico
2023-07-07 00:12:59,10,3,2,190,29,True,False,,True,0,cintura,nervoso
2023-11-04 17:06:04,33,1,9,190,31,True,False,,False,2,cintura,calmo
2025-12-18 20:56:26,22,3,4,instagram,25,True,False,,True,4,teto,nervoso
2025-10-25 12:06:01,14,2,5,instagram,13,False,True,,True,3,teto,nervoso
2024-02-03 13:35:07,37,0,9,instagram,64,False,True,,True,5,teto,calmo
2025-06-01 23:12:10,6,1,3,instagram,103,False,False,,True,2,tornozelo,panico
2020-12-13 00:48:00,8,2,3,whatsapp,116,True,False,,True,2,tornozelo,calmo
2025-12-26 00:02:02,32,2,9,instagram,70,False,False,,True,4,teto,calmo
2020-03-21 23:17:56,24,1,7,whatsapp,98,False,False,,True,4,teto,calmo
2021-11-01 01:21:13,22,3,4,190,40,False,False,,True,3,teto,calmo
2022-05-11 09:50:02,24,1,8,whatsapp,1,False,False,,True,4,teto,panico
2025-03-19 06:04:46,39,3,6,instagram,5,False,False,,True,2,tornozelo,nervoso
2023-03-08 02:25:04,4,3,4,instagram,46,True,True,,True,5,teto,nervoso
2023-06-04 17:40:41,44,4,3,whatsapp,95,False,False,,True,3,cintura,panico
2022-11-24 23:27:57,7,4,5,instagram,44,False,False,,True,1,tornozelo,calmo
2020-11-19 09:44:18,6,4,5,instagram,84,True,False,,True,4,tornozelo,panico
2024-04-19 05:42:12,38,2,5,whatsapp,115,False,False,,True,3,teto,nervoso
2024-01-23 22:32:30,44,4,2,190,62,False,False,,True,3,tornozelo,panico
2021-09-10 13:42:42,8,2,5,190,97,False,False,,False,1,cintura,calmo
2022-06-01 15:38:08,8,1,7,190,44,True,False,,True,2,tornozelo,calmo
2020-05-25 05:54:59,25,1,3,190,114,False,True,,True,5,teto,panico
2022-02-22 02:12:40,39,3,7,190,78,False,False,,True,5,teto,nervoso
2023-09-27 14:39:06,4,3,8,instagram,53,False,False,,True,3,cintura,panico
2023-07-23 06:01:10,21,1,3,instagram,79,False,False,,True,1,tornozelo,nervoso
2026-03-25 08:26:20,43,3,9,instagram,15,False,True,,True,3,cintura,calmo
2022-01-17 12:30:23,49,2,3,instagram,70,False,False,,True,0,cintura,nervoso
2020-07-06 02:47:59,32,1,7,whatsapp,68,False,False,,False,2,cintura,nervoso
2020-04-15 02:22:28,4,2,5,whatsapp,21,False,False,,True,3,teto,panico
2025-09-20 16:21:35,25,2,6,whatsapp,46,False,False,,True,3,teto,calmo
2025-04-11 19:06:11,49,2,8,instagram,86,True,True,,True,5,cintura,panico
2025-12-04 21:45:11,48,4,8,instagram,19,False,False,,True,0,tornozelo,panico
2024-10-02 08:39:38,35,1,9,190,23,True,False,,True,4,teto,nervoso
2020-07-07 17:19:27,15,2,2,whatsapp,49,False,False,,True,1,cintura,panico
2023-04-15 17:04:53,21,4,7,190,14,False,False,,True,4,teto,nervoso
2020-10-08 01:14:16,26,4,4,instagram,23,False,True,,True,2,tornozelo,nervoso
2025-11-04 16:22:38,36,2,6,instagram,0,False,False,,True,3,teto,nervoso
2023-11-13 13:35:33,47,4,9,190,84,False,False,,True,5,teto,calmo
2024-05-04 10:25:11,43,4,9,190,108,False,False,,True,6,teto,panico
2021-10-28 04:09:33,1,4,3,190,86,False,False,,True,4,teto,nervoso
2025-11-11 19:08:24,4,2,5,instagram,2,False,True,,True,0,teto,panico
2021-09-01 07:28:28,29,3,3,instagram,86,True,False,,True,3,tornozelo,calmo
2021-07-02 11:51:15,3,2,8,190,56,False,False,,True,2,tornozelo,panico
2025-07-29 10:22:36,6,1,2,instagram,42,True,False,,True,1,tornozelo,calmo
2024-08-23 13:41:57,38,1,2,whatsapp,105,False,False,,True,3,teto,calmo
2022-10-17 19:23:20,38,1,6,instagram,22,True,False,,True,2,tornozelo,calmo
2024-07-01 08:19:54,44,1,8,whatsapp,98,False,False,,True,2,tornozelo,calmo
2025-05-15 06:03:05,0,3,7,instagram,17,False,False,,True,3,tornozelo,panico
2025-03-02 08:09:23,32,4,9,instagram,4,False,False,,True,2,cintura,calmo
2023-03-25 00:16:17,0,3,8,instagram,45,False,False,,False,2,cintura,calmo
2021-07-15 12:00:15,45,3,9,190,6,False,False,,True,5,teto,panico
2025-04-17 11:56:07,49,3,9,whatsapp,14,False,False,,True,4,teto,calmo
2023-04-29 05:37:07,31,2,2,instagram,104,False,False,,True,1,tornozelo,nervoso
2025-09-21 07:40:06,15,3,4,190,43,False,False,,True,1,cintura,nervoso
2025-01-15 00:08:30,44,0,5,190,94,False,False,,True,1,cintura,calmo
2026-02-19 02:00:01,6,3,9,190,118,False,False,,True,6,teto,panico
2022-07-26 01:49:11,47,3,4,whatsapp,27,False,False,,True,2,cintura,panico
2023-09-07 12:20:26,38,3,8,190,57,False,False,,True,5,teto,panico
2024-11-22 23:26:34,36,1,4,whatsapp,94,False,False,,True,2,cintura,panico
2026-03-09 05:30:36,45,2,5,instagram,103,False,False,,True,0,cintura,calmo
2023-04-20 15:04:17,37,3,6,whatsapp,74,True,False,,False,4,cintura,nervoso
2023-09-03 17:25:46,49,2,6,190,20,False,False,,True,3,teto,nervoso
2022-12-24 09:54:02,48,3,6,instagram,84,False,False,,True,3,cintura,calmo
2022-03-08 06:48:26,47,4,4,instagram,1,False,False,,True,2,cintura,panico
2020-11-20 17:56:09,31,2,7,190,51,False,False,,True,0,tornozelo,nervoso
2020-08-04 13:39:19,34,2,8,190,94,False,False,,True,0,teto,panico
2025-05-23 18:10:05,34,1,5,instagram,75,False,False,,True,3,teto,nervoso
2024-04-23 10:29:47,17,4,8,whatsapp,89,False,True,,True,4,cintura,nervoso
2025-07-29 05:42:58,35,1,1,190,113,False,False,,True,1,cintura,calmo
2020-02-08 11:26:15,31,3,9,instagram,31,False,False,,True,2,tornozelo,calmo
2025-09-27 22:35:44,2,1,8,190,4,False,False,,True,3,teto,calmo
2021-10-24 23:56:03,43,4,3,190,66,False,False,,True,0,cintura,panico
2024-09-17 17:56:08,1,0,3,instagram,90,False,False,,True,3,teto,nervoso
2024-06-27 23:11:31,3,1,2,whatsapp,75,False,False,,True,1,tornozelo,calmo
2022-11-12 01:34:54,18,2,4,190,8,False,False,,True,0,cintura,calmo
2025-06-07 13:03:39,36,2,6,190,82,False,False,,True,2,tornozelo,calmo
2021-03-18 19:54:15,43,1,2,whatsapp,40,False,True,,True,3,teto,calmo
2021-07-26 06:20:35,29,3,6,190,97,False,False,,True,3,tornozelo,nervoso
2023-03-09 18:23:15,43,3,3,whatsapp,36,False,False,,True,1,cintura,calmo
2021-03-09 18:15:55,19,1,3,instagram,117,True,False,,True,2,cintura,nervoso
2024-08-23 06:48:36,11,4,9,whatsapp,73,False,False,,True,3,tornozelo,nervoso
2026-03-20 03:02:06,4,2,8,whatsapp,35,True,False,,False,2,cintura,calmo
2025-09-04 22:37:49,21,1,6,190,19,False,True,,True,4,teto,nervoso
2025-10-18 10:45:17,2,1,7,instagram,14,False,False,,True,1,cintura,nervoso
2020-08-12 02:18:55,30,2,2,190,75,False,False,,True,4,teto,panico
2022-06-12 23:00:12,15,1,7,instagram,96,False,False,,False,4,teto,calmo
2021-01-18 11:33:53,1,3,5,whatsapp,88,False,False,,True,5,teto,panico
2021-12-09 22:59:01,2,0,9,whatsapp,56,False,False,,True,1,tornozelo,calmo
2024-08-15 12:48:06,26,1,5,190,25,False,False,,True,0,cintura,panico
2023-01-07 18:37:01,32,0,3,instagram,21,False,False,,True,1,tornozelo,panico
2025-03-05 00:47:13,36,3,6,instagram,39,False,False,,True,3,cintura,panico
2022-04-10 04:01:16,35,3,8,whatsapp,3,True,False,,True,5,teto,nervoso
2023-03-31 18:34:04,40,2,5,whatsapp,99,False,False,,True,0,teto,nervoso
2025-03-23 11:31:26,26,2,5,whatsapp,108,True,False,,True,4,teto,nervoso
2020-03-25 13:40:26,37,2,9,instagram,77,False,False,,True,4,teto,nervoso
2025-03-12 08:32:27,32,4,9,whatsapp,114,False,False,,True,3,tornozelo,nervoso
2024-08-05 11:44:57,28,4,6,whatsapp,37,False,False,,True,4,teto,nervoso
2024-10-21 17:45:08,16,5,7,instagram,16,True,False,,True,3,tornozelo,calmo
2024-07-02 11:28:57,43,2,6,whatsapp,11,False,False,,True,4,teto,panico
2024-03-23 00:09:55,47,2,7,190,83,False,False,,True,5,teto,panico
2023-03-09 17:47:45,37,3,7,whatsapp,33,False,False,,False,4,teto,nervoso
2023-07-01 06:10:58,20,1,8,190,40,False,False,,True,2,cintura,panico
2020-11-10 14:15:09,8,1,3,190,118,True,False,,True,4,teto,calmo
2021-12-19 07:40:54,25,1,3,190,13,False,False,,True,3,teto,panico
2022-08-18 17:50:05,29,1,4,190,87,False,False,,True,1,cintura,calmo
2020-10-05 18:51:39,38,4,3,instagram,36,False,False,,True,1,tornozelo,nervoso
2023-11-14 21:59:02,3,1,9,whatsapp,84,False,False,,True,2,cintura,nervoso
2025-10-01 20:51:38,31,1,1,instagram,32,False,False,,True,1,tornozelo,panico
2021-09-06 09:47:47,22,2,6,whatsapp,67,False,False,,False,2,cintura,nervoso
2025-09-06 18:05:27,28,1,2,instagram,108,False,False,,True,1,tornozelo,calmo
2023-05-28 00:10:17,49,4,1,instagram,17,False,True,,False,0,cintura,panico
2025-04-07 21:33:13,16,4,4,instagram,60,True,False,,True,4,teto,calmo
2021-06-11 02:14:31,42,3,1,190,114,False,False,,True,3,cintura,panico
2021-06-15 15:45:05,10,3,9,190,70,False,False,,True,5,teto,nervoso
2022-04-26 17:59:29,9,1,9,190,32,False,False,,True,2,tornozelo,panico
2023-10-08 23:42:02,32,5,6,190,107,False,False,,True,3,cintura,nervoso
2024-11-05 15:34:01,44,3,2,instagram,112,True,False,,True,5,teto,calmo
2020-09-25 06:52:00,49,2,3,190,21,False,False,,True,0,tornozelo,nervoso
2021-03-09 10:46:04,43,1,4,whatsapp,17,False,True,,True,3,teto,nervoso
2020-09-13 08:34:47,38,2,7,instagram,74,False,False,,True,3,cintura,panico
2020-12-31 00:59:59,34,4,6,190,28,False,False,,True,0,teto,panico
2023-05-14 21:04:11,28,1,6,whatsapp,16,True,False,,True,2,tornozelo,nervoso
2020-12-22 11:10:19,48,4,6,instagram,20,True,False,,True,3,tornozelo,nervoso
2020-12-07 07:01:32,20,3,9,190,8,False,False,,True,2,tornozelo,nervoso
2021-05-27 22:35:10,29,5,5,190,117,False,False,,True,2,tornozelo,nervoso
2022-08-10 02:48:23,3,1,6,instagram,93,True,False,,True,3,cintura,calmo
2025-09-26 04:28:33,25,2,4,whatsapp,15,False,False,,True,2,teto,calmo
2023-07-26 10:40:06,42,1,7,190,4,True,False,,False,2,tornozelo,nervoso
2022-10-21 01:04:56,35,1,3,190,57,True,False,,True,1,tornozelo,calmo
2025-03-09 17:50:08,30,2,6,190,40,False,False,,True,3,teto,nervoso
2025-12-20 19:06:21,17,3,7,instagram,92,False,False,,True,3,cintura,calmo
2020-12-14 07:43:02,48,3,2,instagram,58,True,False,,True,3,cintura,panico
2024-07-25 05:53:19,37,4,8,190,79,False,False,,True,3,cintura,calmo
2023-04-29 21:58:55,25,4,9,190,71,False,False,,False,6,teto,panico
2023-12-12 08:45:45,15,3,1,whatsapp,85,True,False,,True,3,cintura,calmo
2025-07-29 00:54:43,37,4,6,whatsapp,13,True,False,,True,5,teto,calmo
2020-05-22 05:09:25,16,2,5,instagram,93,False,False,,True,4,teto,panico
2021-07-19 14:33:43,19,2,2,190,20,False,True,,False,2,cintura,panico
2024-11-05 11:54:30,13,1,5,whatsapp,106,True,False,,True,2,tornozelo,nervoso
2022-07-31 12:03:29,28,2,8,190,2,False,False,,True,1,cintura,nervoso
2024-03-19 01:15:20,35,3,6,190,62,False,True,,False,7,teto,panico
2021-09-09 10:08:00,2,1,7,instagram,0,False,False,,True,2,cintura,panico
2022-11-09 14:45:23,0,4,1,whatsapp,18,False,False,,True,4,teto,panico
2023-12-31 09:26:49,8,2,3,instagram,69,False,False,,True,0,cintura,panico
2022-12-11 21:15:53,46,1,5,190,110,False,False,,True,0,teto,nervoso
2023-09-09 14:47:14,31,2,9,whatsapp,42,False,False,,True,1,cintura,nervoso
2025-10-23 14:21:04,28,0,1,whatsapp,54,False,False,,True,0,teto,calmo
2023-06-21 23:08:39,3,3,9,instagram,67,False,False,,True,5,teto,calmo
2023-12-15 21:08:31,33,4,8,whatsapp,25,False,False,,False,4,teto,nervoso
2025-02-07 16:17:23,5,1,6,190,73,False,False,,True,4,teto,nervoso
2021-02-16 23:23:12,13,2,7,190,0,False,False,,True,1,cintura,calmo
2026-02-09 11:15:26,48,1,4,instagram,62,False,False,,True,1,tornozelo,calmo
2025-11-01 02:45:54,24,1,5,instagram,89,True,False,,True,2,tornozelo,calmo
2022-11-11 23:16:14,36,1,8,instagram,49,True,False,,True,2,cintura,nervoso
2021-04-06 18:53:12,18,1,3,whatsapp,10,False,False,,True,1,tornozelo,panico
2020-04-06 17:48:14,35,2,7,190,45,False,False,,True,1,cintura,nervoso
2020-06-28 06:35:14,20,2,4,whatsapp,12,False,False,,True,0,cintura,calmo
2024-08-12 20:54:19,5,3,1,instagram,55,False,False,,True,4,teto,panico
2025-10-16 15:27:48,0,3,3,190,86,True,False,,True,0,cintura,panico
2025-05-04 05:48:51,31,0,1,instagram,40,False,False,,True,0,cintura,calmo
2026-02-21 00:22:49,17,1,4,whatsapp,112,True,False,,True,3,tornozelo,panico
2024-06-22 23:27:57,25,1,3,whatsapp,102,True,False,,True,2,tornozelo,nervoso
2020-05-19 17:46:05,8,2,5,instagram,56,False,False,,True,2,teto,calmo
2026-02-13 21:22:29,48,1,7,instagram,88,False,False,,True,4,teto,calmo
2022-12-03 14:30:22,26,3,2,190,1,True,False,,True,3,cintura,panico
2022-08-29 10:38:24,13,2,7,whatsapp,101,False,False,,True,0,cintura,calmo
2021-10-09 09:55:38,24,3,7,190,94,True,False,,True,4,cintura,nervoso
2021-05-05 15:58:49,14,2,7,whatsapp,5,False,False,,True,1,tornozelo,nervoso
2020-08-02 12:54:52,31,4,5,instagram,79,False,False,,True,3,tornozelo,panico
2025-09-11 01:04:27,25,2,6,instagram,23,False,False,,True,1,cintura,nervoso
2020-10-24 18:58:42,34,2,2,190,8,False,False,,True,0,teto,calmo
2021-06-02 18:39:14,15,4,8,190,45,False,False,,True,4,teto,nervoso
2021-08-29 07:17:56,6,3,5,whatsapp,58,False,False,,False,4,teto,panico
2025-02-05 02:59:21,19,2,8,whatsapp,104,False,False,,False,2,cintura,nervoso
2026-02-17 14:50:33,38,1,3,instagram,7,True,False,,True,2,cintura,panico
2021-02-11 05:42:16,26,4,1,190,92,False,False,,True,3,cintura,panico
2021-09-02 12:11:56,23,0,8,instagram,110,False,False,,True,2,tornozelo,calmo
2023-09-03 01:04:25,42,3,1,whatsapp,70,False,False,,True,2,tornozelo,nervoso
2020-09-04 15:38:37,11,3,3,190,74,True,False,,False,4,tornozelo,panico
2023-08-30 18:48:19,10,0,5,190,86,False,False,,True,0,cintura,nervoso
2023-07-13 21:43:52,18,1,9,190,92,False,False,,True,3,tornozelo,panico
2025-03-10 23:53:39,47,1,8,whatsapp,13,False,False,,True,2,tornozelo,panico
2023-12-03 12:14:43,7,4,4,whatsapp,79,False,False,,True,4,teto,nervoso
2020-12-03 03:14:44,31,2,8,190,104,True,False,,True,3,cintura,nervoso
2025-02-04 20:22:39,23,4,9,190,100,False,False,,True,0,tornozelo,calmo
2023-05-11 16:59:54,40,3,7,whatsapp,40,True,False,,True,6,teto,panico
2023-02-13 05:00:00,46,3,5,instagram,62,False,False,,False,2,tornozelo,nervoso
2024-06-06 12:13:57,42,2,9,whatsapp,76,False,False,,True,0,teto,nervoso
2024-03-23 02:38:46,18,2,4,190,101,False,False,,True,0,teto,calmo
2021-02-08 00:25:03,28,3,8,instagram,82,False,False,,True,5,teto,nervoso
2023-10-14 04:56:27,44,3,4,instagram,113,False,False,,True,0,cintura,nervoso
2024-01-03 08:36:25,13,2,1,instagram,3,True,True,,True,2,tornozelo,nervoso
2022-01-15 04:26:18,17,0,2,instagram,99,True,False,,False,0,cintura,nervoso
2025-07-07 16:30:44,27,2,9,whatsapp,76,True,False,,True,3,cintura,calmo
2020-03-21 23:19:07,1,3,9,whatsapp,36,True,False,,True,3,cintura,nervoso
2023-11-16 13:43:18,37,1,7,instagram,22,False,False,,False,1,cintura,calmo
2022-05-24 21:49:52,6,3,6,190,51,False,False,,True,4,teto,calmo
2026-02-16 07:22:59,8,1,9,whatsapp,15,False,True,,True,0,cintura,calmo
2022-07-02 18:19:17,38,0,8,whatsapp,49,False,False,,True,1,tornozelo,nervoso
2026-01-26 03:29:54,38,4,8,whatsapp,101,False,False,,True,3,tornozelo,nervoso
2022-06-29 11:26:19,11,2,7,instagram,36,False,False,,False,1,cintura,nervoso
2022-06-06 05:12:05,2,4,3,instagram,77,True,False,,True,0,cintura,nervoso
2022-03-29 14:42:14,4,2,7,190,2,False,False,,True,0,tornozelo,calmo
2024-08-10 15:29:53,14,2,2,instagram,80,False,False,,False,1,cintura,nervoso
2021-03-07 10:04:02,4,3,4,190,17,False,False,,True,2,cintura,panico
2024-01-18 13:06:37,18,2,9,190,101,False,False,,True,5,teto,panico
2022-11-15 16:35:24,20,1,1,instagram,60,False,False,,True,0,cintura,calmo
2021-04-24 19:50:17,36,2,7,190,6,False,False,,True,2,cintura,panico
2024-12-09 20:40:41,41,0,4,whatsapp,29,True,False,,True,2,cintura,panico
2021-07-17 04:37:54,13,2,1,190,27,False,False,,True,0,cintura,nervoso
2024-10-20 18:15:44,13,3,6,instagram,80,True,False,,False,4,tornozelo,calmo
2023-07-06 22:21:31,17,2,5,instagram,39,False,False,,True,1,cintura,panico
2025-04-09 21:43:25,40,3,6,whatsapp,43,False,False,,True,5,teto,panico
2024-11-17 05:45:28,40,2,9,instagram,103,False,False,,True,0,teto,calmo
2020-01-31 12:28:16,5,2,3,whatsapp,36,False,True,,True,0,teto,calmo
2025-09-17 02:24:36,47,2,2,instagram,104,False,False,,False,1,tornozelo,nervoso
2020-05-05 12:35:58,12,2,5,whatsapp,118,False,True,,True,0,teto,nervoso
2022-11-13 02:11:46,44,3,3,190,4,False,False,,True,4,teto,panico
2022-05-31 04:13:06,35,2,1,instagram,114,False,False,,True,1,tornozelo,calmo
2020-12-09 11:23:09,0,3,7,whatsapp,25,False,True,,True,3,cintura,calmo
2026-01-27 20:20:55,12,4,4,instagram,94,False,False,,True,2,cintura,calmo
2023-02-20 20:12:19,37,3,4,190,76,True,False,,True,3,cintura,nervoso
2025-04-03 22:31:40,9,4,3,instagram,117,False,False,,True,2,tornozelo,nervoso
2025-10-08 00:06:43,35,1,4,190,104,False,False,,True,2,cintura,panico
2021-07-12 16:01:00,2,0,2,190,93,True,False,,True,5,teto,panico
2025-09-01 21:56:54,40,2,6,whatsapp,38,False,False,,True,3,teto,calmo
2022-09-09 10:30:41,21,3,5,190,81,True,False,,True,3,tornozelo,calmo
2022-01-07 12:01:32,15,4,3,instagram,28,False,False,,True,1,tornozelo,nervoso
2022-06-07 00:35:57,29,2,7,190,39,False,False,,True,2,cintura,panico
2020-05-10 20:52:46,1,3,1,whatsapp,62,False,False,,True,2,tornozelo,calmo
